entity_id,entity_type,name,description,temperature_max,strength,conductivity,ph,salinity,source
gene-80,gene,ACTG1P8,actin gamma 1 pseudogene 8 Organism: Homo sapiens,,,,,,GenBank/NCBI Gene
gene-82,gene,ACTG1P9,actin gamma 1 pseudogene 9 Organism: Homo sapiens,,,,,,GenBank/NCBI Gene
gene-72,gene,ACTG2,"actin gamma 2, smooth muscle Organism: Homo sapiens Actins are highly conserved proteins that are involved in various types of cell motility and in the maintenance of the cytoskeleton. Three types of actins, alpha, beta and gamma, have been identified in vertebrates. Alpha actins are found in muscle tissues and are a major constituent of the contractile apparatus. The beta and gamma actins co-exist in most cell types as components of the cytoskeleton and as mediators of internal cell motility. This gene encodes actin gamma 2; a smooth muscle actin found in enteric tissues. Alternative splicing results in multiple transcript variants encoding distinct isoforms. Based on similarity to peptide cleavage of related actins, the mature protein of this gene is formed by removal of two N-terminal peptides.[provided by RefSeq, Dec 2010]",,,,,,GenBank/NCBI Gene
gene-170487,gene,ACTL10,"actin like 10 Organism: Homo sapiens Predicted to be active in actin cytoskeleton. [provided by Alliance of Genome Resources, Jul 2025]",,,,,,GenBank/NCBI Gene
gene-389120,gene,ACTL11P,"actin like 11, pseudogene Organism: Homo sapiens",,,,,,GenBank/NCBI Gene
gene-84,gene,ACTL4,actin-like 4 Organism: Homo sapiens DISCONTINUED: This record was withdrawn by the HUGO Gene Nomenclature Committee (HGNC).,,,,,,GenBank/NCBI Gene
gene-85,gene,ACTL5,actin-like 5 Organism: Homo sapiens DISCONTINUED: This record was withdrawn by the HUGO Gene Nomenclature Committee (HGNC).,,,,,,GenBank/NCBI Gene
gene-86,gene,ACTL6A,"actin like 6A Organism: Homo sapiens This gene encodes a family member of actin-related proteins (ARPs), which share significant amino acid sequence identity to conventional actins. Both actins and ARPs have an actin fold, which is an ATP-binding cleft, as a common feature. The ARPs are involved in diverse cellular processes, including vesicular transport, spindle orientation, nuclear migration and chromatin remodeling. This gene encodes a 53 kDa subunit protein of the BAF (BRG1/brm-associated factor) complex in mammals, which is functionally related to SWI/SNF complex in S. cerevisiae and Drosophila; the latter is thought to facilitate transcriptional activation of specific genes by antagonizing chromatin-mediated transcriptional repression. Together with beta-actin, it is required for maximal ATPase activity of BRG1, and for the association of the BAF complex with chromatin/matrix. Three transcript variants that encode two different protein isoforms have been described. [provided by RefSeq, Jul 2008]",,,,,,GenBank/NCBI Gene
gene-142876909,gene,ACTL6A-AS1,ACTL6A antisense RNA 1 Organism: Homo sapiens,,,,,,GenBank/NCBI Gene
gene-51412,gene,ACTL6B,"actin like 6B Organism: Homo sapiens The protein encoded by this gene is a member of a family of actin-related proteins (ARPs) which share significant amino acid sequence identity to conventional actins. Both actins and ARPs have an actin fold, which is an ATP-binding cleft, as a common feature. The ARPs are involved in diverse cellular processes, including vesicular transport, spindle orientation, nuclear migration and chromatin remodeling. This gene encodes a subunit of the BAF (BRG1/brm-associated factor) complex in mammals, which is functionally related to SWI/SNF complex in S. cerevisiae and Drosophila; the latter is thought to facilitate transcriptional activation of specific genes by antagonizing chromatin-mediated transcriptional repression. This subunit may be involved in the regulation of genes by structural modulation of their chromatin, specifically in the brain. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Dec 2015]",,,,,,GenBank/NCBI Gene
gene-10881,gene,ACTL7A,"actin like 7A Organism: Homo sapiens The protein encoded by this gene is a member of a family of actin-related proteins (ARPs) which share significant amino acid sequence identity to conventional actins. Both actins and ARPs have an actin fold, which is an ATP-binding cleft, as a common feature. The ARPs are involved in diverse cellular processes, including vesicular transport, spindle orientation, nuclear migration and chromatin remodeling. This gene (ACTL7A), and related gene, ACTL7B, are intronless, and are located approximately 4 kb apart in a head-to-head orientation within the familial dysautonomia candidate region on 9q31. Based on mutational analysis of the ACTL7A gene in patients with this disorder, it was concluded that it is unlikely to be involved in the pathogenesis of dysautonomia. The ACTL7A gene is expressed in a wide variety of adult tissues, however, its exact function is not known. [provided by RefSeq, Jul 2008]",,,,,,GenBank/NCBI Gene
gene-10880,gene,ACTL7B,"actin like 7B Organism: Homo sapiens The protein encoded by this gene is a member of a family of actin-related proteins (ARPs) which share significant amino acid sequence identity to conventional actins. Both actins and ARPs have an actin fold, which is an ATP-binding cleft, as a common feature. The ARPs are involved in diverse cellular processes, including vesicular transport, spindle orientation, nuclear migration and chromatin remodeling. This gene (ACTL7B), and related gene, ACTL7A, are intronless, and are located approximately 4 kb apart in a head-to-head orientation within the familial dysautonomia candidate region on 9q31. Based on mutational analysis of the ACTL7B gene in patients with this disorder, it was concluded that it is unlikely to be involved in the pathogenesis of dysautonomia. Unlike ACTL7A, the ACTL7B gene is expressed predominantly in the testis, however, its exact function is not known. [provided by RefSeq, Jul 2008]",,,,,,GenBank/NCBI Gene
gene-81569,gene,ACTL8,"actin like 8 Organism: Homo sapiens Predicted to enable protein kinase binding activity. Predicted to be a structural constituent of postsynaptic actin cytoskeleton. Involved in epithelial cell differentiation. Predicted to be located in cytoskeleton. Predicted to be part of NuA4 histone acetyltransferase complex. Predicted to be active in several cellular components, including actin filament; axon; and synapse. [provided by Alliance of Genome Resources, Jul 2025]",,,,,,GenBank/NCBI Gene
gene-284382,gene,ACTL9,"actin like 9 Organism: Homo sapiens Involved in acrosome assembly and fertilization. Located in acrosomal vesicle; perinuclear theca; and sperm head. Implicated in spermatogenic failure 53. [provided by Alliance of Genome Resources, Jul 2025]",,,,,,GenBank/NCBI Gene
gene-284325,gene,ACTMAP,"actin maturation protease Organism: Homo sapiens Enables cysteine-type aminopeptidase activity and initiator methionyl aminopeptidase activity. Involved in protein processing. Predicted to be located in cytoplasm. [provided by Alliance of Genome Resources, Jul 2025]",,,,,,GenBank/NCBI Gene
gene-87,gene,ACTN1,"actinin alpha 1 Organism: Homo sapiens Alpha actinins belong to the spectrin gene superfamily which represents a diverse group of cytoskeletal proteins, including the alpha and beta spectrins and dystrophins. Alpha actinin is an actin-binding protein with multiple roles in different cell types. In nonmuscle cells, the cytoskeletal isoform is found along microfilament bundles and adherens-type junctions, where it is involved in binding actin to the membrane. In contrast, skeletal, cardiac, and smooth muscle isoforms are localized to the Z-disc and analogous dense bodies, where they help anchor the myofibrillar actin filaments. This gene encodes a nonmuscle, cytoskeletal, alpha actinin isoform and maps to the same site as the structurally similar erythroid beta spectrin gene. Three transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]",,,,,,GenBank/NCBI Gene
gene-161159,gene,ACTN1-DT,ACTN1 divergent transcript Organism: Homo sapiens,,,,,,GenBank/NCBI Gene
gene-88,gene,ACTN2,"actinin alpha 2 Organism: Homo sapiens Alpha actinins belong to the spectrin gene superfamily which represents a diverse group of cytoskeletal proteins, including the alpha and beta spectrins and dystrophins. Alpha actinin is an actin-binding protein with multiple roles in different cell types. In nonmuscle cells, the cytoskeletal isoform is found along microfilament bundles and adherens-type junctions, where it is involved in binding actin to the membrane. In contrast, skeletal, cardiac, and smooth muscle isoforms are localized to the Z-disc and analogous dense bodies, where they help anchor the myofibrillar actin filaments. This gene encodes a muscle-specific, alpha actinin isoform that is expressed in both skeletal and cardiac muscles. Several transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, May 2013]",,,,,,GenBank/NCBI Gene
gene-89,gene,ACTN3,"actinin alpha 3 Organism: Homo sapiens This gene encodes a member of the alpha-actin binding protein gene family. The encoded protein is primarily expressed in skeletal muscle and functions as a structural component of sarcomeric Z line. This protein is involved in crosslinking actin containing thin filaments. An allelic polymorphism in this gene results in both coding and non-coding variants; the reference genome represents the coding allele. The non-functional allele of this gene is associated with elite athlete status. [provided by RefSeq, Apr 2024]",,,,,,GenBank/NCBI Gene
gene-139355234,gene,ACTN3-AS1,ACTN3 antisense RNA 1 Organism: Homo sapiens,,,,,,GenBank/NCBI Gene
gene-81,gene,ACTN4,"actinin alpha 4 Organism: Homo sapiens Alpha actinins belong to the spectrin gene superfamily which represents a diverse group of cytoskeletal proteins, including the alpha and beta spectrins and dystrophins.  Alpha actinin is an actin-binding protein with multiple roles in different cell types.  In nonmuscle cells, the cytoskeletal isoform is found along microfilament bundles and adherens-type junctions, where it is involved in binding actin to the membrane.  In contrast, skeletal, cardiac, and smooth muscle isoforms are localized to the Z-disc and analogous dense bodies, where they help anchor the myofibrillar actin filaments.  This gene encodes a nonmuscle, alpha actinin isoform which is concentrated in the cytoplasm, and thought to be involved in metastatic processes.  Mutations in this gene have been associated with focal and segmental glomerulosclerosis. [provided by RefSeq, Jul 2008]",,,,,,GenBank/NCBI Gene
gene-142592835,gene,ACTN4-AS1,ACTN4 antisense RNA 1 Organism: Homo sapiens,,,,,,GenBank/NCBI Gene
gene-344978,gene,ACTN4P1,actinin alpha 4 pseudogene 1 Organism: Homo sapiens,,,,,,GenBank/NCBI Gene
gene-391026,gene,ACTN4P2,actinin alpha 4 pseudogene 2 Organism: Homo sapiens,,,,,,GenBank/NCBI Gene
gene-106480335,gene,ACTP1,actin family pseudogene 1 Organism: Homo sapiens,,,,,,GenBank/NCBI Gene
gene-55860,gene,ACTR10,"actin related protein 10 Organism: Homo sapiens Predicted to be involved in retrograde axonal transport of mitochondrion. Predicted to act upstream of or within microtubule-based movement. Predicted to be located in cytosol; extracellular region; and secretory granule. Predicted to be part of dynactin complex. [provided by Alliance of Genome Resources, Jul 2025]",,,,,,GenBank/NCBI Gene
gene-10121,gene,ACTR1A,"actin related protein 1A Organism: Homo sapiens This gene encodes a 42.6 kD subunit of dynactin, a macromolecular complex consisting of 10-11 subunits ranging in size from 22 to 150 kD. Dynactin binds to both microtubules and cytoplasmic dynein. It is involved in a diverse array of cellular functions, including ER-to-Golgi transport, the centripetal movement of lysosomes and endosomes, spindle formation, chromosome movement, nuclear positioning, and axonogenesis. This subunit is present in 8-13 copies per dynactin molecule, and is the most abundant molecule in the dynactin complex. It is an actin-related protein, and is approximately 60% identical at the amino acid level to conventional actin. [provided by RefSeq, Jul 2008]",,,,,,GenBank/NCBI Gene
gene-100287074,gene,ACTR1AP1,ACTR1A pseudogene 1 Organism: Homo sapiens,,,,,,GenBank/NCBI Gene
gene-10120,gene,ACTR1B,"actin related protein 1B Organism: Homo sapiens This gene encodes a 42.3 kD subunit of dynactin, a macromolecular complex consisting of 10 subunits ranging in size from 22 to 150 kD. Dynactin binds to both microtubules and cytoplasmic dynein and is involved in a diverse array of cellular functions, including ER-to-Golgi transport, the centripetal movement of lysosomes and endosomes, spindle formation, chromosome movement, nuclear positioning, and axonogenesis. This subunit, like ACTR1A, is an actin-related protein. These two proteins, which are of equal length and share 90% amino acid identity, are present in a constant ratio of approximately 1:15 in the dynactin complex. [provided by RefSeq, Aug 2008]",,,,,,GenBank/NCBI Gene
gene-10097,gene,ACTR2,"actin related protein 2 Organism: Homo sapiens The specific function of this gene has not yet been determined; however, the protein it encodes is known to be a major constituent of the ARP2/3 complex. This complex is located at the cell surface and is essential to cell shape and motility through lamellipodial actin assembly and protrusion. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]",,,,,,GenBank/NCBI Gene
gene-100421614,gene,ACTR2P1,ACTR2 pseudogene 1 Organism: Homo sapiens,,,,,,GenBank/NCBI Gene
gene-284441,gene,ACTR2P2,ACTR2 pseudogene 2 Organism: Homo sapiens,,,,,,GenBank/NCBI Gene
gene-10096,gene,ACTR3,"actin related protein 3 Organism: Homo sapiens The specific function of this gene has not yet been determined; however, the protein it encodes is known to be a major constituent of the ARP2/3 complex. This complex is located at the cell surface and is essential to cell shape and motility through lamellipodial actin assembly and protrusion. Three transcript variants encoding two different isoforms have been found for this gene. [provided by RefSeq, Mar 2013]",,,,,,GenBank/NCBI Gene
gene-101060091,gene,ACTR3-AS1,ACTR3 antisense RNA 1 Organism: Homo sapiens,,,,,,GenBank/NCBI Gene
pubchem-1,molecule,3-acetyloxy-4-(trimethylazaniumyl)butanoate,Formula: C9H17NO4. Molecular weight: 203.24. XLogP: 0.4.,,,,,,PubChem
pubchem-2,molecule,(2-acetyloxy-3-carboxypropyl)-trimethylazanium,Formula: C9H18NO4+. Molecular weight: 204.24. XLogP: -0.3.,,,,,,PubChem
pubchem-3,molecule,"5,6-dihydroxycyclohexa-1,3-diene-1-carboxylic acid",Formula: C7H8O4. Molecular weight: 156.14. XLogP: -0.3.,,,,,,PubChem
pubchem-4,molecule,1-aminopropan-2-ol,Formula: C3H9NO. Molecular weight: 75.11. XLogP: -1.0.,,,,,,PubChem
pubchem-5,molecule,(3-amino-2-oxopropyl) dihydrogen phosphate,Formula: C3H8NO5P. Molecular weight: 169.07. XLogP: -5.0.,,,,,,PubChem
pubchem-6,molecule,"1-chloro-2,4-dinitrobenzene",Formula: C6H3ClN2O4. Molecular weight: 202.55. XLogP: 2.3.,,,,,,PubChem
pubchem-7,molecule,9-ethylpurin-6-amine,Formula: C7H9N5. Molecular weight: 163.18. XLogP: 0.2.,,,,,,PubChem
pubchem-8,molecule,"2,3-dihydroxy-3-methylpentanoic acid",Formula: C6H12O4. Molecular weight: 148.16. XLogP: -0.4.,,,,,,PubChem
pubchem-9,molecule,"(2,3,4,5,6-pentahydroxycyclohexyl) dihydrogen phosphate",Formula: C6H13O9P. Molecular weight: 260.14. XLogP: -4.8.,,,,,,PubChem
pubchem-10,molecule,"2-[[4-[(2-amino-4-oxo-5,6,7,8-tetrahydro-1H-pteridin-6-yl)methyl-formylamino]benzoyl]amino]pentanedioic acid",Formula: C20H23N7O7. Molecular weight: 473.4. XLogP: -1.2.,,,,,,PubChem
pubchem-11,molecule,"1,2-dichloroethane",Formula: C2H4Cl2. Molecular weight: 98.96. XLogP: 1.5.,,,,,,PubChem
pubchem-12,molecule,"benzene-1,2,3,5-tetrol",Formula: C6H6O4. Molecular weight: 142.11. XLogP: 0.8.,,,,,,PubChem
pubchem-13,molecule,"1,2,4-trichlorobenzene",Formula: C6H3Cl3. Molecular weight: 181.4. XLogP: 4.0.,,,,,,PubChem
pubchem-14,molecule,7-[3-hydroxy-5-oxo-2-(3-oxooct-1-enyl)cyclopentyl]heptanoic acid,Formula: C20H32O5. Molecular weight: 352.5. XLogP: 3.1.,,,,,,PubChem
pubchem-15,molecule,"17-hydroxy-10,13-dimethyl-1,2,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-3-one",Formula: C19H30O2. Molecular weight: 290.4. XLogP: 3.7.,,,,,,PubChem
pubchem-16,molecule,"1,8-diazacyclotetradecane-2,9-dione",Formula: C12H22N2O2. Molecular weight: 226.32. XLogP: 0.6.,,,,,,PubChem
pubchem-17,molecule,"2,3-dihydropyridine-2,6-dicarboxylic acid",Formula: C7H7NO4. Molecular weight: 169.13. XLogP: -0.1.,,,,,,PubChem
pubchem-18,molecule,"4,5,6-trihydroxy-2,3-dioxohexanoic acid",Formula: C6H8O7. Molecular weight: 192.12. XLogP: -1.8.,,,,,,PubChem
pubchem-19,molecule,"2,3-dihydroxybenzoic acid",Formula: C7H6O4. Molecular weight: 154.12. XLogP: 1.2.,,,,,,PubChem
pubchem-20,molecule,"3-(2,3-dihydroxyphenyl)propanoic acid",Formula: C9H10O4. Molecular weight: 182.17. XLogP: 1.0.,,,,,,PubChem
pubchem-21,molecule,2-ethyl-2-hydroxy-3-oxobutanoic acid,Formula: C6H10O4. Molecular weight: 146.14. XLogP: -0.2.,,,,,,PubChem
pubchem-22,molecule,2-hydroxy-2-methyl-3-oxobutanoic acid,Formula: C5H8O4. Molecular weight: 132.11. XLogP: -0.7.,,,,,,PubChem
pubchem-23,molecule,2-amino-3-(3-oxoprop-1-enyl)but-2-enedioic acid,Formula: C7H7NO5. Molecular weight: 185.13. XLogP: -0.5.,,,,,,PubChem
pubchem-24,molecule,"2-amino-5,6,7,8-tetrahydroxy-6-(1,2,3-trihydroxypropyl)-3,4a,7,8a-tetrahydropteridin-4-one",Formula: C9H17N5O8. Molecular weight: 323.26. XLogP: -4.5.,,,,,,PubChem
pubchem-25,molecule,"2-amino-7,8-dihydroxy-6-(1,2,3-trihydroxypropyl)-1,5,6,7-tetrahydropteridin-4-one",Formula: C9H15N5O6. Molecular weight: 289.25. XLogP: -3.3.,,,,,,PubChem
pubchem-26,molecule,"1-(2-amino-7,8-dihydroxy-4-oxo-3,4a,7,8a-tetrahydropteridin-6-yl)propane-1,2-dione",Formula: C9H11N5O5. Molecular weight: 269.21. XLogP: -2.7.,,,,,,PubChem
pubchem-27,molecule,"[[3-(2-amino-7,8-dihydroxy-4-oxo-1,7-dihydropteridin-6-yl)-2,3-dihydroxypropoxy]-hydroxyphosphoryl] phosphono hydrogen phosphate",Formula: C9H16N5O15P3. Molecular weight: 527.17. XLogP: -6.9.,,,,,,PubChem
pubchem-28,molecule,"2-aminohexa-2,4-dienedioic acid",Formula: C6H7NO4. Molecular weight: 157.12. XLogP: -0.3.,,,,,,PubChem
pubchem-29,molecule,2-amino-3-oxopropanoic acid,Formula: C3H5NO3. Molecular weight: 103.08. XLogP: -3.7.,,,,,,PubChem
pubchem-30,molecule,"2-amino-6-oxohexa-2,4-dienoic acid",Formula: C6H7NO3. Molecular weight: 141.12. XLogP: -0.3.,,,,,,PubChem
pubchem-31,molecule,"(2,3,4-trihydroxy-3-methylbutyl) dihydrogen phosphate",Formula: C5H13O7P. Molecular weight: 216.13. XLogP: -3.3.,,,,,,PubChem
pubchem-32,molecule,"buta-1,3-diene-1,1,4-tricarboxylic acid",Formula: C7H6O6. Molecular weight: 186.12. XLogP: 1.0.,,,,,,PubChem
pubchem-33,molecule,2-chloroacetaldehyde,Formula: C2H3ClO. Molecular weight: 78.5. XLogP: 0.3.,,,,,,PubChem
pubchem-34,molecule,2-chloroethanol,Formula: C2H5ClO. Molecular weight: 80.51. XLogP: -0.1.,,,,,,PubChem
pubchem-35,molecule,2-(2-chloro-5-oxofuran-2-yl)acetic acid,Formula: C6H5ClO4. Molecular weight: 176.55. XLogP: 0.3.,,,,,,PubChem
pubchem-36,molecule,2-hydroxy-3-propan-2-ylbutanedioic acid,Formula: C7H12O5. Molecular weight: 176.17. XLogP: 0.0.,,,,,,PubChem
pubchem-37,molecule,"4,5,6-trihydroxy-2-oxohexanoic acid",Formula: C6H10O6. Molecular weight: 178.14. XLogP: -2.3.,,,,,,PubChem
pubchem-38,molecule,"4-hydroxy-3,3-dimethyl-2-oxobutanoic acid",Formula: C6H10O4. Molecular weight: 146.14. XLogP: -0.1.,,,,,,PubChem
pubchem-39,molecule,"4,4-dimethyloxolane-2,3-dione",Formula: C6H8O3. Molecular weight: 128.13. XLogP: 0.6.,,,,,,PubChem
pubchem-40,molecule,"6-(hydroxymethyl)oxane-2,4,5-triol",Formula: C6H12O5. Molecular weight: 164.16. XLogP: -1.6.,,,,,,PubChem
pubchem-41,molecule,(2-hydroxy-5-methylsulfanyl-3-oxopent-1-enyl) dihydrogen phosphate,Formula: C6H11O6PS. Molecular weight: 242.19. XLogP: -1.0.,,,,,,PubChem
pubchem-42,molecule,"2-hydroxy-6-oxonona-2,4-dienedioic acid",Formula: C9H10O6. Molecular weight: 214.17. XLogP: -0.4.,,,,,,PubChem
pubchem-43,molecule,2-hydroxypentanedioic acid,Formula: C5H8O5. Molecular weight: 148.11. XLogP: -1.0.,,,,,,PubChem
pubchem-44,molecule,2-hydroxypropanedioate,Formula: C3H2O5-2. Molecular weight: 118.04. XLogP: 0.2.,,,,,,PubChem
pubchem-45,molecule,2-hydroxypropanedioic acid,Formula: C3H4O5. Molecular weight: 120.06. XLogP: -1.1.,,,,,,PubChem
pubchem-46,molecule,"4,5-dihydroxy-2-oxo-6-phosphonooxyhexanoic acid",Formula: C6H11O9P. Molecular weight: 258.12. XLogP: -3.4.,,,,,,PubChem
pubchem-47,molecule,3-methyl-2-oxopentanoic acid,Formula: C6H10O3. Molecular weight: 130.14. XLogP: 1.1.,,,,,,PubChem
pubchem-48,molecule,"5-amino-2,5-dioxopentanoic acid",Formula: C5H7NO4. Molecular weight: 145.11. XLogP: -1.5.,,,,,,PubChem
pubchem-49,molecule,3-methyl-2-oxobutanoic acid,Formula: C5H8O3. Molecular weight: 116.11. XLogP: 0.7.,,,,,,PubChem
pubchem-50,molecule,"3,4,5,6-tetrahydroxy-2-oxohexanoic acid",Formula: C6H10O7. Molecular weight: 194.14. XLogP: -2.9.,,,,,,PubChem
pubchem-51,molecule,2-oxopentanedioic acid,Formula: C5H6O5. Molecular weight: 146.1. XLogP: -0.9.,,,,,,PubChem
pubchem-52,molecule,"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 3-hydroxy-2-methylbutanethioate",Formula: C26H44N7O18P3S. Molecular weight: 867.7. XLogP: -5.4.,,,,,,PubChem
pubchem-53,molecule,"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 2-methyl-3-oxobutanethioate",Formula: C26H42N7O18P3S. Molecular weight: 865.6. XLogP: -5.2.,,,,,,PubChem
pubchem-54,molecule,"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 2-methylbutanethioate",Formula: C26H44N7O17P3S. Molecular weight: 851.7. XLogP: -4.2.,,,,,,PubChem
pubchem-55,molecule,"3-(3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl)benzene-1,2-diol",Formula: C46H70O2. Molecular weight: 655.0. XLogP: 16.1.,,,,,,PubChem
pubchem-56,molecule,"2-(3,7,11,15,19,23,27-heptamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl)-6-methoxyphenol",Formula: C46H70O2. Molecular weight: 655.0. XLogP: 15.8.,,,,,,PubChem
pubchem-57,molecule,"2-(3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl)phenol",Formula: C46H70O. Molecular weight: 639.0. XLogP: 16.6.,,,,,,PubChem
pubchem-58,molecule,2-oxobutanoic acid,Formula: C4H6O3. Molecular weight: 102.09. XLogP: 0.1.,,,,,,PubChem
pubchem-59,molecule,3-hydroxy-2-phosphonooxypropanoic acid,Formula: C3H7O7P. Molecular weight: 186.06. XLogP: -2.6.,,,,,,PubChem
pubchem-60,molecule,"[[5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] (2,4-dihydroxy-3-methyl-3-phosphonooxybutyl) hydrogen phosphate",Formula: C14H26N3O17P3. Molecular weight: 601.29. XLogP: -7.7.,,,,,,PubChem
pubchem-61,molecule,"2,3-diphosphonooxypropanoic acid",Formula: C3H8O10P2. Molecular weight: 266.04. XLogP: -3.7.,,,,,,PubChem
pubchem-62,molecule,"2,4,5-trichlorocyclohexa-2,5-dien-1-ol",Formula: C6H5Cl3O. Molecular weight: 199.5. XLogP: 1.9.,,,,,,PubChem
pubchem-63,molecule,"2,4-diaminopentanoic acid",Formula: C5H12N2O2. Molecular weight: 132.16. XLogP: -3.5.,,,,,,PubChem
pubchem-64,molecule,"2,5-dichlorocyclohexa-2,5-diene-1,4-diol",Formula: C6H6Cl2O2. Molecular weight: 181.01. XLogP: 0.6.,,,,,,PubChem
pubchem-65,molecule,"2,5-dichlorobenzene-1,4-diol",Formula: C6H4Cl2O2. Molecular weight: 179.0. XLogP: 2.7.,,,,,,PubChem
pubchem-66,molecule,"2,5-dichlorophenol",Formula: C6H4Cl2O. Molecular weight: 163.0. XLogP: 3.1.,,,,,,PubChem
pubchem-67,molecule,"3,4,6-trihydroxy-2,5-dioxohexanoic acid",Formula: C6H8O7. Molecular weight: 192.12. XLogP: -2.5.,,,,,,PubChem
pubchem-68,molecule,"2,4-dihydroxy-6-(hydroxymethyl)-6-methyl-2,4-dioxo-1,3,5,2lambda5,4lambda5-trioxadiphosphocan-7-ol",Formula: C5H12O9P2. Molecular weight: 278.09. XLogP: -2.8.,,,,,,PubChem
pubchem-69,molecule,"2-hydroxy-6-oxohepta-2,4-dienoic acid",Formula: C7H8O4. Molecular weight: 156.14. XLogP: 0.2.,,,,,,PubChem
pubchem-70,molecule,4-methyl-2-oxopentanoic acid,Formula: C6H10O3. Molecular weight: 130.14. XLogP: 0.9.,,,,,,PubChem
pubchem-71,molecule,2-oxohexanedioic acid,Formula: C6H8O5. Molecular weight: 160.12. XLogP: -0.5.,,,,,,PubChem
pubchem-72,molecule,"3,4-dihydroxybenzoic acid",Formula: C7H6O4. Molecular weight: 154.12. XLogP: 1.1.,,,,,,PubChem
pubchem-73,molecule,[5-(6-aminopurin-9-yl)-4-hydroxy-2-(phosphonooxymethyl)oxolan-3-yl] dihydrogen phosphate,Formula: C10H15N5O10P2. Molecular weight: 427.2. XLogP: -4.6.,,,,,,PubChem
pubchem-74,molecule,"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 3-oxobutanethioate",Formula: C25H40N7O18P3S. Molecular weight: 851.6. XLogP: -5.8.,,,,,,PubChem
pubchem-75,molecule,3-aminopropanal,Formula: C3H7NO. Molecular weight: 73.09. XLogP: -1.3.,,,,,,PubChem
pubchem-76,molecule,"3-hydroxy-10,13-dimethyl-1,2,3,4,7,8,9,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-17-one",Formula: C19H28O2. Molecular weight: 288.4. XLogP: 3.2.,,,,,,PubChem
pubchem-77,molecule,2-hydroxy-2-propan-2-ylbutanedioic acid,Formula: C7H12O5. Molecular weight: 176.17. XLogP: -0.2.,,,,,,PubChem
pubchem-78,molecule,2-amino-3-chloropropanoic acid,Formula: C3H6ClNO2. Molecular weight: 123.54. XLogP: -2.8.,,,,,,PubChem
pubchem-79,molecule,pyridine-3-carbonitrile,Formula: C6H4N2. Molecular weight: 104.11. XLogP: 0.2.,,,,,,PubChem
pubchem-80,molecule,"4,5-dihydroxy-3-oxocyclohexene-1-carboxylic acid",Formula: C7H8O5. Molecular weight: 172.13. XLogP: -1.4.,,,,,,PubChem
pubchem-81,molecule,"4,5,6-trihydroxy-2-oxo-7-phosphonooxyheptanoic acid",Formula: C7H13O10P. Molecular weight: 288.15. XLogP: -4.0.,,,,,,PubChem
pubchem-82,molecule,5-(1-carboxyethenoxy)-4-hydroxy-3-phosphonooxycyclohexene-1-carboxylic acid,Formula: C10H13O10P. Molecular weight: 324.18. XLogP: -1.8.,,,,,,PubChem
pubchem-83,molecule,3-hydroxyphosphonoyl-2-oxopropanoic acid,Formula: C3H5O5P. Molecular weight: 152.04. XLogP: -1.7.,,,,,,PubChem
pubchem-84,molecule,"5-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-3-hydroxy-3-methyl-5-oxopentanoic acid",Formula: C27H44N7O20P3S. Molecular weight: 911.7. XLogP: -6.6.,,,,,,PubChem
pubchem-85,molecule,(3-carboxy-2-hydroxypropyl)-trimethylazanium,Formula: C7H16NO3+. Molecular weight: 162.21. XLogP: -0.8.,,,,,,PubChem
